"nome_arquivo","latitude","longitude"
"0CE3154",-5.9,-40.7
"0CE3155",-5.9,-38.6167
,-5.8936,-67.8569
"1MA3157",-5.8842,-46.7019
"0RN3158",-5.8672,-37.3147
,-5.8667,-41.05
"0CE3160",-5.8667,-38.3833
,-5.8458,-35.5233
,-5.8167,-41.9667
"0CE3163",-5.8167,-39.4167
"0CE3164",-5.8167,-38.3
"4PA3165",-5.8031,-49.1833
,-5.8,-39.25
"0CE3167",-5.7833,-38.2167
,-5.7667,-35.2
,-5.7611,-42.6667
"0CE3170",-5.75,-40.1167
"0CE3171",-5.75,-39.6167
,-5.7275,-45.3131
"4AM3173",-5.7219,-63.5108
,-5.7167,-41.7
"1MA3175",-5.7092,-43.5872
"0CE3176",-5.7,-39.0167
,-5.7,-38.1667
"0CE3178",-5.6833,-38.2833
"0CE3179",-5.6828,-39.2
,-5.6675,-42.2061
,-5.6511,-39.8442
"4PA3182",-5.6503,-54.5208
"0CE3183",-5.65,-38.6167
"4TO3184",-5.6483,-48.125
"0RN3185",-5.6436,-37.2553
"0RN3186",-5.6319,-36.9161
"0CE3187",-5.62,-38.77
"1MA3188",-5.6044,-46.2386
"1MA3189",-5.5944,-47.0192
"0RN3190",-5.5933,-37.6842
,-5.5892,-60.3736
,-5.5833,-42.6167
"0CE3193",-5.5833,-39.3667
,-5.5831,-64.3353
"0CE3195",-5.58,-39.3681
"0PI3196",-5.5728,-43.0242
"0CE3197",-5.5667,-40.3333
,-5.5386,-40.7739
"0CE3199",-5.5167,-38.25
"4PA3200",-5.5,-55.8333
,-5.5,-41.3333
,-5.5,-41.9167
,-5.485,-40.2117
"1MA3204",-5.4844,-43.3586
,-5.4844,-40.4328
"0CE3206",-5.4833,-38.8833
"0CE3207",-5.4669,-38.4075
,-5.4608,-67.4058
,-5.45,-42.3667
,-5.45,-40.4833
,-5.45,-39.7333
"0CE3212",-5.45,-39.7167
"0RN3213",-5.45,-37.515
"0CE3214",-5.4333,-40.85
"1MA3215",-5.4197,-44.9283
"1MA3216",-5.405,-44.3356
"0CE3217",-5.4,-40.6333
"0CE3218",-5.3936,-40.3128
"4AM3219",-5.3808,-68.9983
,-5.3667,-42.7
"4PA3221",-5.3656,-49.125
,-5.3333,-41.5667
"0CE3223",-5.3333,-39.5
"0CE3224",-5.3167,-38.9167
"4AM3225",-5.2964,-60.7006
"0RN3226",-5.2889,-37.2889
,-5.2833,-39.1333
"0CE3228",-5.2833,-38.2667
,-5.2667,-38.35
"4TO3230",-5.2597,-48.2069
"0RN3231",-5.2572,-36.7233
"0CE3232",-5.25,-38.1333
"0CE3233",-5.2333,-40.9167
"0PI3234",-5.2247,-41.7369
"0CE3235",-5.2247,-38.2006
"0RN3236",-5.2194,-37.3622
"0CE3237",-5.2108,-40.7036
"0CE3238",-5.2017,-40.1778
"0CE3239",-5.2014,-39.2917
"0CE3240",-5.2,-40.6667
"0CE3241",-5.2,-39.2833
"0CE3242",-5.1833,-38.0833
"4PA3243",-5.1825,-56.0578
"4PA3244",-5.1542,-56.8556
,-5.15,-39.4667
,-5.1375,-72.8136
"0CE3247",-5.1333,-39.7167
"0CE3248",-5.1333,-38.1
"4PA3249",-5.1289,-49.3242
"4AM3250",-5.1211,-60.3831
,-5.1092,-63.9847
"1MA3252",-5.1014,-44.9608
"0CE3253",-5.1,-38.3667
"1PI3254",-5.0878,-42.7992
,-5.0833,-42.8167
,-5.0833,-40.3
"0CE3257",-5.0667,-38.9
"0CE3258",-5.0667,-37.9833
"4PA3259",-5.0514,-48.6336
"0CE3260",-5.05,-40.9333
,-5.0333,-42.4667
"0CE3262",-4.9833,-40.2
"0CE3263",-4.9667,-39.0333
"0CE3264",-4.9667,-38.6333
"4PA3265",-4.9469,-56.8822
"0CE3266",-4.9333,-37.9667
"4PA3267",-4.9208,-49.0686
"4MA3268",-4.9208,-47.4969
"0CE3269",-4.9167,-38.0833
,-4.8967,-68.6633
"4MA3271",-4.8864,-46.0114
,-4.8833,-40.75
"4AM3273",-4.8667,-65.75
,-4.8667,-38.2167
,-4.8586,-62.8683
,-4.85,-39.5667
"0CE3277",-4.85,-39.2667
"4MA3278",-4.8414,-47.2739
,-4.8392,-66.8506
"0CE3280",-4.8333,-40.3333
"0CE3281",-4.8333,-38.2333
"0CE3282",-4.8333,-37.7833
"4PA3283",-4.8233,-56
,-4.8167,-42.1833
"0CE3285",-4.8167,-38.8167
"4PA3286",-4.8036,-48.0689
"0CE3287",-4.8,-40.0667
,-4.8,-37.4
,-4.7956,-41.0833
"0CE3290",-4.7833,-37.2667
"0CE3291",-4.7667,-38.5
,-4.7586,-54.6394
"4PA3293",-4.7547,-56.0794
,-4.75,-42.5833
"0CE3295",-4.75,-39.9333
"0CE3296",-4.75,-37.9667
"4AM3297",-4.7497,-59.2494
"1MA3298",-4.7428,-45.1806
"4AM3299",-4.7417,-68.135
"4AM3300",-4.7408,-62.1519
"0CE3301",-4.7333,-40.8333
"0CE3302",-4.7333,-40.9167
"0CE3303",-4.7167,-40.5667
,-4.7,-39.3167
"0CE3305",-4.7,-37.5167
"0CE3306",-4.7,-37.3667
"4MA3307",-4.6981,-46.9392
,-4.6833,-38.4
"0CE3309",-4.6833,-37.8167
"4AM3310",-4.6725,-63.6233
"0CE3311",-4.6667,-40.2
"4PA3312",-4.6656,-52.7203
"0CE3313",-4.6564,-38.9431
"0CE3314",-4.65,-39.6667
,-4.6333,-40.0667
,-4.6333,-40.3833
"0CE3317",-4.6275,-40.6167
"1MA3318",-4.6264,-43.4689
"0CE3319",-4.6186,-41.125
"0CE3320",-4.6,-39.5
"4AM3321",-4.5836,-70.2811
,-4.5833,-42.8667
"0CE3323",-4.5833,-38.95
"0CE3324",-4.5833,-38.2167
"1MA3325",-4.5703,-44.605
"0CE3326",-4.5667,-40.8167
"0CE3327",-4.5667,-37.7667
"4MA3328",-4.5606,-45.1256
"4PA3329",-4.55,-56.3
,-4.55,-40.97
"0CE3331",-4.55,-39
"0CE3332",-4.5333,-40.7167
,-4.5333,-39.6167
,-4.5333,-38.55
"4AM3335",-4.5169,-71.6339
,-4.5167,-40.3
"0CE3337",-4.5167,-38.6167
"0CE3338",-4.4975,-38.3606
"0CE3339",-4.4833,-38.6
,-4.4667,-41.95
"0CE3341",-4.4667,-38.9
"1MA3342",-4.4644,-43.9311
"4PA3343",-4.4628,-49.1197
"1MA3344",-4.4542,-43.8772
"0CE3345",-4.45,-38.5
"0CE3346",-4.45,-37.7833
"0CE3347",-4.4333,-40.7833
"1MA3348",-4.4206,-43.6492
,-4.4167,-41.4667
"0CE3350",-4.4167,-40.9167
,-4.4167,-40.4
"0CE3352",-4.4167,-39.05
"0CE3353",-4.4164,-40.9042
"0PI3354",-4.41,-42.1953
"4MA3355",-4.4092,-46.7475
,-4.3914,-59.5983
,-4.3833,-70.9667
"1MA3358",-4.375,-44.3333
,-4.3728,-37.9244
"0CE3360",-4.3678,-40.5356
"0CE3361",-4.3667,-41.05
"0CE3362",-4.3667,-39.3167
"0CE3363",-4.3667,-38.8
"0CE3364",-4.35,-39.3
"4AM3365",-4.3333,-66.5
,-4.3333,-42.55
,-4.3333,-42.0833
"0CE3368",-4.3333,-40.15
"0CE3369",-4.3333,-38.8667
"0CE3370",-4.3167,-40.7
"0CE3371",-4.3167,-39.8167
"4MA3372",-4.3042,-46.4936
"0CE3373",-4.3022,-38.4969
"0CE3374",-4.3,-38.9833
"0CE3375",-4.3,-38.5
,-4.2922,-65.2017
"4PA3377",-4.2911,-47.5653
,-4.2833,-41.7833
"0CE3379",-4.2833,-38.6333
"0CE3380",-4.2667,-38.9333
"0CE3381",-4.2667,-38.0333
,-4.25,-42.3
,-4.25,-40.65
"4MA3384",-4.2406,-45.3581
,-4.24,-49.9542
"0CE3386",-4.2333,-39.1833
"4MA3387",-4.2314,-46.1789
"4AM3388",-4.2308,-58.6714
"0CE3389",-4.2167,-38.1167
"0CE3390",-4.2167,-38.7
"0CE3391",-4.2167,-38.9167
,-4.2,-40.7333
"0CE3393",-4.2,-40.7667
"0CE3394",-4.2,-38.8167
"0CE3395",-4.1833,-40.4833
"0CE3396",-4.1833,-40.3167
"0CE3397",-4.1833,-40.75
"0CE3398",-4.1833,-38.4667
"4PA3399",-4.175,-55.4269
"1PI3400",-4.1672,-42.89
"4AM3401",-4.1667,-60.8
"0CE3402",-4.1667,-40.95
"0CE3403",-4.1667,-38.5833
"1MA3404",-4.1628,-44.1658
"1MA3405",-4.1528,-42.9461
"0CE3406",-4.15,-40.5833
"0CE3407",-4.15,-38.8333
"4AM3408",-4.1344,-70.5489
"0CE3409",-4.1333,-38.2333
"0CE3410",-4.1214,-38.6592
"4PA3411",-4.1197,-47.5483
"0CE3412",-4.1006,-40.1158
"0CE3413",-4.1,-38.4833
"4PA3414",-4.0894,-54.9028
"0CE3415",-4.0833,-39.95
,-4.0833,-39.25
"0CE3417",-4.05,-40.95
"0CE3418",-4.05,-40.8667
"0CE3419",-4.05,-40.75
"0CE3420",-4.05,-39.45
"0CE3421",-4.05,-38.3333
,-4.0333,-38.7167
"1MA3423",-4.0322,-44.4719
"4MA3424",-4.0311,-45.2711
"0CE3425",-4.03,-38.63
,-4.0167,-41.45
,-4.0167,-39.4333
"0CE3428",-4.0167,-38.9333
,-3.9833,-40.7
,-3.9833,-39.5833
"0CE3431",-3.9833,-38.6167
"0CE3432",-3.9667,-39.5333
"4PA3433",-3.9664,-54.6419
"0CE3434",-3.95,-40.4667
"0CE3435",-3.95,-39.55
"0CE3436",-3.95,-39.4333
,-3.95,-38.5167
,-3.95,-38.8833
"0CE3439",-3.9453,-39.4111
"1MA3440",-3.9436,-44.0175
,-3.9333,-41.7167
"1MA3442",-3.9261,-43.5011
"0CE3443",-3.9167,-40.3833
"0CE3444",-3.9167,-40.8833
"0CE3445",-3.9167,-39.7
"0PI3446",-3.9033,-42.2294
,-3.9,-42.7167
,-3.9,-40.2667
"0CE3449",-3.9,-40.7667
"0CE3450",-3.9,-39
"0CE3451",-3.9,-38.5
"0CE3452",-3.9,-38.6667
"0CE3453",-3.9,-38.3833
"0CE3454",-3.9,-38.6333
,-3.8978,-61.3747
"4AM3456",-3.8967,-57.5042
"4PA3457",-3.8889,-54.315
"4AM3458",-3.8847,-59.0897
"4AM3459",-3.875,-63.7858
"4PA3460",-3.8706,-50.4628
,-3.8667,-38.75
"0CE3462",-3.85,-40.9167
,-3.8483,-41.0631
"4PA3464",-3.8336,-49.0858
,-3.8333,-40.6667
,-3.8333,-40.5
"0CE3467",-3.8333,-38.4667
"4AM3468",-3.8167,-58.2861
"0CE3469",-3.8167,-38.5333
,-3.8,-40.25
,-3.7833,-40.65
"0CE3472",-3.7833,-39.2667
"0CE3473",-3.7833,-38.4667
"4AM3474",-3.7728,-57.3031
"4MA3475",-3.7708,-45.2183
"4MA3476",-3.7667,-44.8333
"0CE3477",-3.7667,-40.8167
"0CE3478",-3.7667,-38.8833
"4PA3479",-3.7603,-49.6667
"4PA3480",-3.7533,-47.4969
,-3.75,-40.35
"0CE3482",-3.75,-40.3833
"0CE3483",-3.75,-40.5667
,-3.75,-39.0667
"0CE3485",-3.75,-39.6667
"0CE3486",-3.75,-38.6833
"0CE3487",-3.75,-38.5833
,-3.7333,-40.3833
"0CE3489",-3.7333,-40.6833
,-3.7333,-40.9833
"0CE3491",-3.7333,-39.75
"0PI3492",-3.7233,-41.9756
"4PA3493",-3.7231,-51.5681
,-3.7169,-40.0169
,-3.7167,-42.55
"0CE3496",-3.7167,-41.1667
"0CE3497",-3.7167,-40.3333
"1MA3498",-3.7064,-44.2872
,-3.7,-41.9833
"0CE3500",-3.7,-40.35
"0CE3501",-3.7,-40.35
"0CE3502",-3.6967,-40.34
,-3.6833,-40.5167
"0CE3504",-3.6833,-39.5833
"4PA3505",-3.6778,-53.5544
"0CE3506",-3.6739,-39.2417
"0CE3507",-3.67,-38.9817
"0CE3508",-3.6667,-40.2333
"0CE3509",-3.6667,-39.2667
"0CE3510",-3.6667,-39.35
"0CE3511",-3.6667,-39.5167
"4PA3512",-3.6664,-50.6328
"4MA3513",-3.6583,-45.4431
,-3.65,-42.1333
"0CE3515",-3.65,-40.45
"4AM3516",-3.6414,-66.1031
"0CE3517",-3.6333,-41.15
"1MA3518",-3.6325,-44.3764
"1MA3519",-3.6258,-43.1122
,-3.6167,-39.8167
"0CE3521",-3.6167,-39.5
"0CE3522",-3.6,-40.2667
,-3.6,-39.45
"4AM3524",-3.5903,-64.3069
,-3.5833,-40.55
"0CE3526",-3.5833,-38.9667
"4AM3527",-3.5811,-61.3783
"4AM3528",-3.5764,-59.1339
,-3.5731,-69.3708
"4MA3530",-3.5667,-44.5833
"0CE3531",-3.5667,-40.65
"0CE3532",-3.5667,-39.9667
"0CE3533",-3.5642,-41.0942
"1MA3534",-3.5536,-43.8736
"0CE3535",-3.55,-40.45
,-3.5436,-39.5828
"0CE3537",-3.5333,-40.3333
"4PA3538",-3.5181,-53.1406
,-3.5142,-49.2225
"0CE3540",-3.5,-41.0167
"0CE3541",-3.5,-39.5667
"4PA3542",-3.4936,-54.8869
,-3.4833,-41.5667
"0CE3544",-3.4747,-40.8283
,-3.4667,-42.3667
"0CE3546",-3.4667,-40.6833
"0CE3547",-3.4667,-40.2
"4PA3548",-3.4625,-47.4794
"0PI3549",-3.4622,-42.3733
"1MA3550",-3.46,-43.8994
"1MA3551",-3.4594,-43.8989
"4AM3552",-3.4569,-68.9119
,-3.4564,-63.3922
"4MA3554",-3.4244,-45.6694
"4PA3555",-3.4194,-51.2558
"4AM3556",-3.4183,-62.6786
"0CE3557",-3.4167,-40.5333
"0CE3558",-3.4167,-39.0333
"4MA3559",-3.4028,-45.0106
,-3.4006,-57.7156
"0CE3561",-3.4,-39.1667
"0CE3562",-3.3667,-40.7333
"1MA3563",-3.3647,-42.7239
,-3.3639,-39.8306
,-3.3633,-39.8294
,-3.35,-41.2667
,-3.35,-40.4667
,-3.35,-40.9833
"4MA3569",-3.3469,-46.8772
,-3.3372,-67.4889
,-3.3297,-61.2133
"0CE3572",-3.3167,-40.5667
"4AM3573",-3.3083,-60.6094
"4PA3574",-3.3078,-52.5419
"0CE3575",-3.2833,-39.25
"0CE3576",-3.25,-41.1333
"0CE3577",-3.25,-41.2333
,-3.25,-41.6333
"0CE3579",-3.2333,-40.8
"0CE3580",-3.2333,-40.1167
"0CE3581",-3.2333,-40.6833
,-3.2333,-39.6333
"4PA3583",-3.2281,-56.5861
"0CE3584",-3.2219,-40.4158
,-3.2142,-52.2131
,-3.2,-43.4
,-3.2,-39.9833
,-3.1833,-41.8667
"0CE3589",-3.1667,-40.4667
"4PA3590",-3.1544,-48.0858
"0CE3591",-3.15,-40.15
,-3.15,-39.4333
"0CE3593",-3.1333,-40.9
,-3.1333,-40.8333
"4AM3595",-3.1167,-59.95
,-3.1017,-67.9356
"4AM3597",-3.1,-59.9944
"4MA3598",-3.0847,-44.0836
"0CE3599",-3.0575,-40.1683
"1MA3600",-3.0439,-43.2367
,-3.0333,-41.2333
"0CE3602",-3.0333,-39.6667
"4PA3603",-3.0169,-49.75
"0CE3604",-3.0167,-41.1167
,-3.0167,-40.05
"4PA3606",-3.01,-47.3433
"0CE3607",-3,-40.5667
,-2.9897,-61.7292
,-2.9811,-65.9419
,-2.9708,-45.355
"4AM3611",-2.9703,-57.59
"4PA3612",-2.9542,-47.8369
"4MA3613",-2.9539,-45.6647
"4PA3614",-2.9503,-48.9669
,-2.9333,-40.1833
"0CE3616",-2.9333,-40.2667
"4AM3617",-2.9297,-69.6931
,-2.9167,-41.7833
"0CE3619",-2.9167,-40.4833
"0CE3620",-2.9167,-40.8333
"0CE3621",-2.9167,-39.9167
"4AM3622",-2.9131,-59.0433
,-2.9083,-60.6725
"1MA3624",-2.9022,-42.3131
"4AM3625",-2.8903,-66.9492
"4MA3626",-2.8833,-44.35
,-2.8833,-41.6667
"0CE3628",-2.8833,-40.1167
,-2.8806,-68.7986
"0CE3630",-2.8167,-40.2167
,-2.815,-54.2978
"4PA3632",-2.8044,-49.3778
"4AM3633",-2.7922,-57.0644
,-2.785,-50.4536
"4PA3635",-2.785,-49.6694
"4PA3636",-2.7836,-48.3597
,-2.7833,-40.5167
,-2.7717,-46.8025
"4AM3639",-2.75,-67.5667
"4MA3640",-2.7011,-44.8233
"4AM3641",-2.7003,-59.6997
"4PA3642",-2.6508,-55.7206
"4AM3643",-2.62,-60.9478
"4MA3644",-2.5903,-45.3653
"4PA3645",-2.5867,-51.9481
"4AM3646",-2.5378,-57.7581
"4MA3647",-2.5153,-45.0856
"4PA3648",-2.5128,-47.7681
"4MA3649",-2.5047,-45.7842
"4AM3650",-2.4556,-57.2825
"4PA3651",-2.4533,-50.9228
,-2.4497,-49.4383
"4PA3653",-2.4456,-48.5825
"4PA3654",-2.4431,-54.7075
"4PA3655",-2.4283,-48.1372
,-2.4283,-47.5142
,-2.35,-65.1167
"4PA3658",-2.3433,-47.8469
"4PA3659",-2.3364,-52.9186
"4AM3660",-2.2911,-58.5058
"4MA3661",-2.2739,-45.2711
,-2.2683,-55.4806
"4PA3663",-2.245,-51.1794
"4PA3664",-2.245,-50.6297
"4AM3665",-2.1897,-56.7106
"4PA3666",-2.1522,-56.0875
"4MA3667",-2.1294,-44.6069
,-2.1164,-66.4628
"4AM3669",-2.1144,-59.3353
,-2.0522,-45.9583
,-2.0417,-60.0258
,-2.0356,-47.7506
"4AM3673",-2.0247,-61.5414
"4PA3674",-2.0019,-49.8636
"4PA3675",-1.9917,-50.3686
,-1.9708,-48.2056
"4PA3677",-1.9706,-48.9339
"4PA3678",-1.9428,-54.7392
,-1.9328,-58.2558
,-1.9014,-55.5186
"4PA3681",-1.8975,-49.3817
"4PA3682",-1.8881,-55.1156
"4AM3683",-1.8872,-62.4367
,-1.8683,-57.0506
,-1.8611,-65.5906
"4MA3686",-1.8261,-44.8678
"4AM3687",-1.8211,-66.6
"4PA3688",-1.8175,-46.3439
"4PA3689",-1.8011,-53.48
"4PA3690",-1.7922,-51.4344
"4PA3691",-1.7917,-50.4347
"4PA3692",-1.7736,-54.3972
"4PA3693",-1.7597,-55.8614
"4PA3694",-1.7503,-48.8669
"4AM3695",-1.7333,-69.1167
"4PA3696",-1.7333,-52.2333
"4PA3697",-1.7331,-46.5989
"4AM3698",-1.7319,-67.5786
,-1.6775,-47.77
"4PA3700",-1.6672,-47.4964
,-1.6333,-67.6667
,-1.5825,-51.9178
,-1.5656,-48.7669
"4PA3704",-1.5517,-47.1172
"4PA3705",-1.5264,-52.5783
,-1.5211,-48.0461
"4PA3707",-1.5161,-46.9061
"4PA3708",-1.5,-54.8714
"4AM3709",-1.4589,-61.6331
"4MA3710",-1.4558,-45.7281
"4PA3711",-1.4556,-56.4025
"4PA3712",-1.435,-48.4378
,-1.3947,-69.4283
"4AM3714",-1.3944,-61.9792
"4PA3715",-1.3597,-47.5825
"4AM3716",-1.2989,-60.3997
"4PA3717",-1.2975,-47.9394
"4PA3718",-1.2964,-48.1708
"4PA3719",-1.2917,-46.5836
"4AM3720",-1.27,-66.1908
,-1.2314,-46.1878
"4PA3722",-1.2131,-51.2622
"4PA3723",-1.2111,-47.3864
"4PA3724",-1.2036,-47.1781
,-1.1789,-53.5994
"4PA3726",-1.1325,-47.6283
"4PA3727",-1.1303,-56.0533
,-1.1233,-51.9964
"4PA3729",-1.0942,-48.3986
"4PA3730",-1.0875,-57.0469
,-1.0819,-53.1575
"4PA3732",-1.0386,-47.9133
,-1.0158,-48.9597
"4PA3734",-0.9853,-49.9394
"4PA3735",-0.9294,-47.0994
"4RR3736",-0.8731,-61.9317
,-0.8681,-48.1103
"4PA3738",-0.7947,-51.6239
"4PA3739",-0.7944,-47.5997
,-0.7747,-47.1775
"4PA3741",-0.7375,-47.8536
"4PA3742",-0.6953,-57.9742
,-0.6336,-47.6583
"4PA3744",-0.6231,-47.3536
"4AM3745",-0.5983,-63.3978
"4AP3746",-0.5711,-52.575
"4RR3747",-0.5067,-61.7858
"4AP3748",-0.4567,-52.0775
"4AM3749",-0.4203,-65.0153
"4AP3750",-0.3992,-51.4203
"4AM3751",-0.3672,-62.7753
"4AM3752",-0.3444,-67.5358
"4AM3753",-0.2889,-66.1533
"4RR3754",-0.2275,-60.6908
"4AP3755",-0.1806,-51.7358
,-0.1656,-49.9786
"4AP3757",0.045,-51.1097
,0.13,-63.9606
,0.1314,-68.5406
"4AM3760",0.1428,-69.2133
"4AM3761",0.1758,-67.9458
"4AM3762",0.2275,-63.9883
,0.2517,-69.7844
"4AP3764",0.3033,-51.1267
"4AM3765",0.3711,-67.3136
"4AM3766",0.3875,-66.6492
,0.4325,-68.8328
,0.5081,-50.7483
"4RR3769",0.5178,-60.4661
"4AM3770",0.5878,-67.8064
"4AP3771",0.615,-51.765
"4RR3772",0.8069,-59.4283
"4AP3773",0.8731,-50.0522
"4AP3774",0.8803,-52.0094
,0.8842,-62.6222
"4RR3776",0.9333,-59.3167
"4RR3777",0.9578,-59.9139
"4AM3778",1.0742,-67.5933
,1.1264,-60.3994
"4AM3780",1.2147,-66.8522
"4PA3781",1.2203,-54.6561
"4AP3782",1.2261,-50.8972
,1.3381,-68.6853
"4AM3784",1.3889,-68.1536
,1.3978,-50.9236
"4RR3786",1.4608,-60.7675
"4AP3787",1.5803,-50.9028
"4RR3788",1.8214,-61.1236
,2.0544,-50.7886
,2.0547,-50.7836
,2.2253,-55.9492
"4RR3792",2.2628,-60.9728
"4AP3793",2.3083,-51.6381
"4RR3794",2.4133,-60.6728
"4RR3795",2.4189,-59.9183
"4RR3796",2.4714,-60.9178
,2.6983,-51.3614
"4RR3798",2.7606,-60.325
"4RR3799",2.8167,-60.65
"4RR3800",2.8358,-63.6417
"4RR3801",2.8708,-61.4406
"4AP3802",2.9578,-51.4231
"4RR3803",3.2078,-60.5711
"4RR3804",3.2872,-61.0883
"4RR3805",3.2906,-61.2881
"4RR3806",3.3783,-59.8156
"4RR3807",3.5497,-63.1692
"4RR3808",3.6319,-62.3989
"4RR3809",3.6608,-61.3839
,3.7592,-61.7181
"4AP3811",3.8436,-51.8375
"4RR3812",4.0031,-64.3247
"4RR3813",4.1667,-60.5289
,4.1961,-60.7939
"4RR3815",4.4517,-59.8589
,4.4803,-61.1517
,4.6428,-60.4964
